nomem_encr,cv08a043,cv09b043,cv08a030,cv09b030,income,government,eco,gov,cv09b038,cv08a038,cv09b039,cv08a039,cv09b040,cv08a040,cv09b041,cv08a041,cv09b042,cv08a042,cv09b044,cv08a044,cv09b045,cv08a045,cv09b046,cv08a046
832614,7,0,3,1,1,0,-7,-2,0,1,9,8,8,8,8,6,8,9,1,NA,6,8,5,7
832623,5,6,6,5,1,1,1,-1,3,5,NA,6,7,8,7,7,6,5,5,5,7,8,5,6
832638,8,7,7,7,NA,0,-1,0,6,6,7,NA,6,6,4,5,7,NA,7,7,7,6,7,6
832666,5,4,6,7,NA,1,-1,1,3,3,5,3,4,4,5,5,6,6,5,6,5,6,3,3
832699,6,6,6,6,NA,1,0,0,5,6,6,6,6,6,7,6,6,6,6,6,6,6,5,6
832830,7,6,6,6,4,0,-1,0,7,6,7,8,6,7,7,8,7,8,6,8,8,7,7,7
832839,6,7,6,7,4,NA,1,1,5,5,7,6,6,5,7,7,8,7,8,7,8,6,7,6
832843,5,4,5,4,1,0,-1,-1,4,6,5,NA,6,6,5,6,5,6,5,6,6,6,2,NA
832861,4,3,4,6,3,0,-1,2,3,4,3,4,6,6,6,6,5,6,5,6,5,6,3,4
832897,5,6,4,6,NA,1,1,2,6,4,5,5,7,5,8,4,7,4,6,5,6,5,5,5
832910,5,5,6,8,NA,0,0,2,6,4,5,6,6,6,6,7,7,7,8,8,8,8,5,NA
832919,5,3,3,3,3,0,-2,0,6,7,3,2,3,7,3,6,6,8,6,6,6,6,6,6
832931,7,6,7,7,5,1,-1,0,5,6,8,NA,8,8,6,8,7,8,6,7,7,6,7,7
832986,3,5,2,5,4,1,2,3,4,1,5,4,5,3,5,4,5,4,5,3,5,5,4,NA
833023,4,10,5,6,1,0,6,1,10,9,7,3,10,5,10,6,10,6,9,3,10,3,5,3
833047,6,5,6,7,1,1,-1,1,6,7,7,6,6,5,6,5,7,6,7,7,7,8,6,7
833053,7,5,6,5,NA,0,-2,-1,5,6,5,6,5,6,5,6,5,6,5,6,5,7,5,5
833081,8,7,7,8,5,1,-1,1,7,7,8,7,7,6,7,6,7,7,8,8,8,7,NA,NA
833123,9,8,4,7,NA,0,-1,3,4,7,4,7,8,7,8,8,9,9,10,7,7,8,4,4
833151,6,4,6,5,1,0,-2,-1,5,5,6,5,5,5,7,5,8,7,7,7,6,7,5,6
833206,7,7,6,6,1,NA,0,0,5,3,7,8,7,7,8,7,8,6,6,7,7,7,7,6
833291,7,7,7,7,4,1,0,0,5,5,7,7,8,7,8,7,8,7,8,7,7,7,NA,NA
833444,5,5,4,3,NA,NA,0,-1,3,4,5,6,6,5,5,6,5,6,5,6,6,6,5,4
833465,5,6,3,2,5,NA,1,-1,2,3,3,2,7,5,6,5,5,6,2,2,2,6,2,5
833508,7,8,7,8,NA,NA,1,1,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7
833514,1,2,0,2,NA,0,1,2,5,1,NA,0,5,2,8,0,7,8,4,1,8,8,8,8
833523,5,8,4,0,1,0,3,-4,0,6,7,NA,10,4,10,6,10,7,3,NA,8,7,0,NA
833544,6,3,5,4,1,0,-3,-1,3,3,5,5,3,4,3,3,6,6,5,5,5,5,3,4
833560,7,7,3,6,6,0,0,3,6,5,7,6,7,5,7,6,7,6,5,5,7,8,7,7
833581,4,7,6,8,3,1,3,2,6,3,8,8,5,8,5,8,7,8,7,8,5,4,6,3
833636,5,6,3,5,NA,0,1,2,6,5,5,5,5,5,5,6,5,6,5,5,6,7,2,4
833639,7,7,7,7,NA,0,0,0,6,7,7,7,7,8,7,8,8,8,7,8,7,8,7,7
833648,6,5,5,3,1,0,-1,-2,4,6,4,4,3,6,5,6,5,6,4,5,7,6,7,5
833679,5,6,3,4,7,1,1,1,7,4,5,6,6,6,7,6,7,6,7,6,8,6,8,6
833691,8,7,7,7,1,1,-1,0,1,2,7,8,7,8,5,7,7,8,7,7,1,5,1,5
833715,2,4,3,5,NA,0,2,2,4,0,7,3,6,4,5,4,4,3,4,2,5,3,5,1
833728,8,8,7,8,NA,1,0,1,7,7,8,8,7,6,7,7,8,NA,9,8,8,8,7,NA
833776,7,7,7,7,5,1,0,0,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7
833779,6,6,6,5,1,0,0,-1,6,7,6,5,6,5,6,6,6,6,6,7,5,5,5,6
833792,7,4,6,6,4,NA,-3,0,4,5,7,8,8,9,8,9,7,7,8,8,8,8,8,6
833795,7,6,8,7,7,1,-1,-1,2,2,7,8,2,3,6,7,7,7,3,3,4,5,3,2
833825,7,6,6,6,1,1,-1,0,6,6,6,7,7,7,7,8,6,7,7,7,6,7,6,7
833837,6,5,4,4,NA,NA,-1,0,7,6,4,5,7,7,6,6,6,7,6,7,7,6,5,4
833847,6,4,6,5,NA,NA,-2,-1,6,6,6,6,5,4,5,5,6,7,6,7,6,7,7,7
833883,6,3,3,4,1,0,-3,1,3,3,4,5,3,3,4,6,4,6,4,5,5,7,4,5
833895,7,5,6,6,NA,NA,-2,0,5,6,3,5,5,6,6,6,6,7,6,7,5,6,5,6
833917,7,8,5,7,NA,1,1,2,4,7,5,5,7,7,8,7,7,8,8,7,7,7,6,7
833935,7,6,7,8,7,NA,-1,1,4,3,7,6,8,6,8,6,7,5,8,8,7,NA,7,4
833956,7,7,7,8,6,1,0,1,8,6,8,6,5,6,5,6,7,7,7,7,7,7,7,7
833972,5,4,4,6,NA,0,-1,2,6,6,5,6,6,6,6,7,6,6,5,6,6,7,6,6
833975,7,7,8,7,1,1,0,-1,6,7,7,7,7,6,6,6,7,7,7,7,7,7,6,6
833993,8,4,1,3,1,0,-4,2,5,7,6,2,7,7,6,7,7,8,5,7,6,4,6,3
834002,7,7,6,7,4,1,0,1,6,5,6,7,7,7,7,7,7,7,7,7,6,6,6,7
834036,8,8,4,4,5,0,0,0,8,8,5,2,8,10,8,8,8,8,8,8,8,8,8,8
834042,8,8,8,8,NA,1,0,0,9,7,8,8,9,8,8,8,9,8,9,8,9,8,6,8
834045,1,2,3,1,5,0,1,-2,2,1,4,2,3,2,5,4,3,5,2,3,4,5,4,5
834051,6,7,6,8,NA,0,1,2,4,6,7,8,6,8,8,7,8,10,6,4,7,7,5,3
834066,7,6,6,6,NA,NA,-1,0,4,5,7,8,7,8,8,8,8,9,7,7,6,9,5,7
834072,7,6,7,7,NA,0,-1,0,6,5,6,7,6,7,6,7,6,7,6,7,6,7,6,7
834094,7,7,4,6,4,NA,0,2,7,5,7,7,7,6,7,7,7,7,7,7,7,7,6,6
834112,8,7,7,8,NA,0,-1,1,2,6,7,8,7,7,7,8,6,7,7,8,8,8,2,NA
834161,6,5,6,5,NA,NA,-1,-1,5,5,5,5,5,4,5,6,5,6,5,6,NA,10,3,6
834182,6,7,5,7,NA,0,1,2,8,NA,8,8,8,8,7,6,8,8,7,7,8,8,8,8
834194,6,5,6,8,4,0,-1,2,6,5,8,6,7,7,6,7,8,7,8,7,8,7,NA,NA
834197,6,5,6,5,NA,0,-1,-1,3,2,8,7,6,7,5,8,4,5,7,7,7,7,5,NA
834207,7,6,5,6,3,0,-1,1,6,6,6,6,8,7,8,8,8,7,6,6,8,7,7,8
834216,7,6,7,5,4,1,-1,-2,7,6,5,7,6,7,7,8,7,8,7,8,5,7,4,6
834231,7,6,8,7,4,1,-1,-1,6,4,7,7,7,7,7,8,7,8,7,8,7,8,7,8
834240,7,6,6,7,NA,NA,-1,1,6,6,NA,7,6,6,6,7,7,7,7,7,6,6,NA,NA
834268,6,5,4,4,1,NA,-1,0,2,NA,7,5,7,6,5,7,7,7,5,NA,5,6,2,5
834274,5,0,0,0,1,0,-5,0,0,3,1,2,0,5,0,5,0,5,0,5,2,5,0,5
834292,8,6,8,8,3,0,-2,0,6,6,8,8,7,8,7,8,6,7,6,7,8,8,6,6
834341,7,7,8,7,4,0,0,-1,8,6,8,8,6,6,7,5,7,8,7,7,8,6,8,5
834356,8,4,9,4,NA,1,-4,-5,4,9,4,8,4,8,3,9,4,8,4,8,4,10,NA,NA
834368,7,6,7,6,NA,0,-1,-1,7,7,7,7,6,7,8,8,8,8,7,8,7,7,8,9
834384,5,4,6,6,1,NA,-1,0,4,3,6,6,6,4,7,6,7,6,5,NA,6,6,4,6
834387,2,4,0,0,1,0,2,0,5,7,5,5,4,2,0,2,6,5,2,2,6,6,5,5
834417,7,7,8,7,4,NA,0,-1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
834429,8,8,7,8,3,1,0,1,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,5
834463,8,5,7,7,5,0,-3,0,3,3,6,NA,NA,7,6,7,6,7,7,9,7,6,7,6
834472,6,6,6,7,1,0,0,1,4,3,5,2,6,7,6,7,7,7,8,8,6,7,4,5
834536,6,6,1,5,1,NA,0,4,6,2,6,9,6,7,5,4,7,8,6,4,6,7,6,6
834561,6,7,6,4,3,0,1,-2,3,5,5,6,7,6,7,5,7,6,5,5,6,6,6,5
834609,6,6,6,6,NA,0,0,0,6,5,6,7,6,6,6,5,6,8,6,7,6,8,NA,NA
834646,6,6,6,6,1,NA,0,0,4,3,5,NA,7,4,7,5,6,5,8,7,7,7,5,4
834698,4,1,5,4,1,NA,-3,-1,3,5,6,6,6,2,7,4,6,5,4,5,4,7,2,6
834725,6,6,5,7,NA,NA,0,2,6,5,6,6,7,7,7,7,6,6,6,6,7,7,6,6
834759,5,5,5,6,1,1,0,1,4,5,6,6,6,6,6,4,6,5,6,5,6,5,6,5
834771,7,7,7,7,7,1,0,0,7,7,7,7,7,8,7,8,7,8,7,7,7,7,7,7
834786,7,6,7,7,4,1,-1,0,5,5,7,7,7,6,7,7,8,7,6,6,7,8,5,5
834841,1,0,1,0,2,0,-1,-1,0,4,0,1,0,1,0,1,0,1,0,1,0,3,0,5
834848,6,4,5,4,1,0,-2,-1,3,5,4,6,2,6,4,7,4,5,4,6,4,7,4,6
834854,6,5,5,5,1,0,-1,0,7,5,7,7,7,5,7,5,7,7,8,7,7,7,7,6
834857,6,1,6,1,NA,0,-5,-5,1,0,6,6,5,8,6,7,5,5,3,3,7,5,0,1
834869,6,6,5,6,NA,0,0,1,6,6,8,8,7,6,6,6,7,7,8,7,7,6,7,7
834881,7,6,7,7,1,1,-1,0,6,3,7,3,8,7,6,6,8,8,9,8,7,7,3,3
834890,6,6,6,6,1,NA,0,0,5,6,6,6,6,6,5,6,NA,6,6,6,6,6,6,6
834902,6,5,6,6,4,0,-1,0,6,7,6,6,5,6,7,8,7,7,6,6,7,6,5,NA
834924,8,6,7,7,4,0,-2,0,5,4,7,7,7,7,8,7,8,8,7,7,7,7,7,8
834945,4,6,4,5,4,0,2,1,6,5,6,4,6,5,7,4,6,4,5,4,7,5,6,5
834954,5,5,5,5,1,NA,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
834976,7,3,8,7,7,0,-4,-1,8,7,7,7,3,4,7,8,7,8,8,8,8,7,5,6
834982,6,8,6,5,NA,NA,2,-1,5,6,5,5,6,5,8,6,8,7,8,6,9,7,NA,NA
835025,3,5,5,6,1,0,2,1,8,6,6,5,5,4,4,3,5,7,8,6,8,6,8,1
835034,7,6,7,7,5,1,-1,0,7,6,7,8,9,8,9,8,9,9,8,7,7,8,6,5
835058,7,3,6,3,NA,0,-4,-3,5,7,5,5,6,7,6,7,6,7,3,7,6,7,6,7
835061,5,3,4,4,NA,0,-2,0,6,5,6,6,5,5,5,5,6,6,3,5,7,6,7,6
835067,7,2,7,5,NA,0,-5,-2,8,6,5,6,8,7,7,6,7,8,7,7,8,7,8,6
835089,7,6,6,7,NA,0,-1,1,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7
835107,7,7,7,5,6,1,0,-2,5,7,6,7,7,8,7,7,7,7,8,8,8,8,7,7
835119,8,5,8,5,NA,NA,-3,-3,5,8,5,8,5,7,5,8,5,8,5,8,5,7,5,9
835125,7,5,4,5,NA,0,-2,1,5,4,5,2,5,4,8,7,5,7,7,7,7,7,5,4
835168,6,4,6,7,NA,NA,-2,1,6,6,7,5,6,6,6,6,7,5,7,7,7,6,6,6
835180,0,4,0,4,NA,0,4,4,4,2,2,0,3,1,4,2,5,1,3,1,3,2,4,NA
835195,7,7,5,7,NA,0,0,2,7,6,8,7,6,7,7,7,7,7,7,7,8,7,8,7
835208,7,6,7,8,5,1,-1,1,7,6,8,7,9,8,8,7,8,8,8,8,8,8,8,8
835229,6,7,7,8,1,NA,1,1,5,6,7,7,7,7,8,8,8,7,8,7,8,7,4,1
835266,5,4,6,5,4,0,-1,-1,5,6,5,6,5,6,4,5,4,5,4,6,4,7,5,7
835281,7,5,6,5,5,NA,-2,-1,5,7,5,6,7,8,7,8,7,8,5,6,7,8,6,7
835299,7,7,6,6,NA,0,0,0,6,7,7,7,7,7,7,7,8,7,7,6,7,6,6,7
835311,6,3,6,6,1,0,-3,0,1,4,7,7,7,7,6,6,5,7,5,6,6,6,6,8
835403,7,7,6,4,4,0,0,-2,1,3,8,5,7,4,7,8,6,7,7,6,9,9,9,9
835412,5,1,5,4,4,NA,-4,-1,7,6,3,6,7,6,5,5,6,5,4,5,6,6,0,6
835418,7,5,7,7,1,0,-2,0,7,7,8,8,6,6,7,6,7,8,6,8,7,7,7,6
835427,7,6,6,7,3,NA,-1,1,6,6,3,5,7,5,8,7,8,9,7,8,7,7,7,7
835440,6,5,2,2,NA,NA,-1,0,6,7,7,7,5,6,5,5,6,7,6,3,7,8,NA,NA
835479,6,5,6,7,7,0,-1,1,6,2,NA,NA,3,4,4,5,5,7,4,7,5,6,5,6
835488,5,5,5,7,4,1,0,2,5,6,6,NA,5,4,4,4,6,6,6,6,6,6,NA,5
835498,7,6,4,5,NA,0,-1,1,5,5,7,8,8,7,8,8,9,8,8,8,7,8,6,7
835504,7,5,7,6,4,1,-2,-1,5,6,5,7,6,7,6,7,6,7,6,7,6,7,2,4
835522,6,6,6,5,5,NA,0,-1,4,3,6,5,7,6,7,6,6,6,7,6,7,7,5,NA
835543,7,7,6,6,NA,0,0,0,5,7,8,9,7,6,8,7,8,7,8,7,8,8,7,5
835571,6,6,0,2,NA,0,0,2,3,4,3,2,2,1,5,4,6,5,6,6,6,5,4,5
835592,6,6,7,7,1,NA,0,0,6,6,3,6,7,7,7,7,7,6,7,7,7,6,7,6
835617,7,6,2,3,NA,0,-1,1,4,7,7,5,6,3,5,4,5,7,5,9,5,8,4,8
835623,8,6,5,8,4,1,-2,3,5,5,NA,6,7,7,8,7,NA,7,8,8,8,6,NA,NA
835626,8,8,7,7,NA,1,0,0,6,6,7,8,8,8,8,7,8,7,7,7,7,7,8,8
835629,5,2,3,2,NA,1,-3,-1,2,4,3,5,3,4,0,1,2,5,2,NA,3,NA,2,NA
835647,6,3,6,5,1,0,-3,-1,2,4,7,7,8,8,8,8,5,8,8,8,7,7,5,NA
835708,8,7,7,7,4,0,-1,0,8,6,7,7,8,8,9,8,9,8,9,8,7,6,7,NA
835711,7,3,6,5,1,NA,-4,-1,4,5,NA,5,7,7,6,6,7,7,8,8,8,8,NA,4
835772,6,5,5,4,1,0,-1,-1,3,5,4,NA,4,2,5,6,5,6,5,5,7,7,2,NA
835775,7,3,7,8,4,1,-4,1,4,6,7,8,7,8,7,8,7,8,6,7,7,7,NA,7
835778,6,4,6,7,NA,0,-2,1,8,7,7,7,7,7,8,7,8,7,7,7,7,8,7,7
835830,7,8,6,8,NA,0,1,2,7,5,8,6,8,6,8,7,8,7,8,6,8,6,8,6
835839,7,5,8,6,4,0,-2,-2,5,6,6,5,7,7,8,7,7,6,9,8,9,8,3,5
835842,7,6,7,7,4,1,-1,0,5,5,7,7,7,7,6,6,8,8,8,8,7,7,7,7
835858,7,7,3,5,NA,0,0,2,3,NA,7,8,7,7,7,7,6,7,6,6,8,7,5,NA
835894,7,7,4,4,1,NA,0,0,6,6,8,7,8,7,6,6,8,7,7,7,7,7,7,8
835925,6,6,6,6,5,0,0,0,5,5,5,6,5,6,5,5,7,7,6,7,6,7,3,6
835952,5,5,4,3,NA,NA,0,-1,2,4,4,3,5,6,1,2,5,4,6,6,7,8,6,6
835983,7,8,7,8,4,1,1,1,7,7,7,7,8,6,8,7,8,7,8,8,8,7,6,7
836007,8,7,4,6,7,1,-1,2,4,5,7,7,8,7,8,7,8,8,7,5,7,7,7,7
836071,7,6,5,6,5,0,-1,1,6,7,6,6,5,6,5,6,6,7,6,7,6,7,6,6
836083,7,5,7,7,NA,1,-2,0,6,7,7,8,7,7,5,6,6,7,7,8,7,8,7,7
836093,6,5,5,4,NA,1,-1,-1,6,6,4,6,5,6,4,7,5,7,7,7,6,7,6,7
836105,7,7,6,6,NA,0,0,0,5,4,7,7,6,4,6,6,7,7,7,8,7,7,7,6
836117,5,5,5,5,1,0,0,0,6,6,4,5,7,7,7,6,7,6,7,6,8,7,NA,3
836148,7,7,7,8,5,1,0,1,6,7,7,7,7,7,8,7,8,8,8,7,7,8,5,5
836199,7,6,7,7,1,0,-1,0,8,8,6,6,8,6,7,7,8,7,7,7,7,7,1,NA
836206,5,5,5,5,1,NA,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
836212,4,4,4,4,1,0,0,0,4,4,8,5,6,4,5,4,5,4,4,4,4,4,4,4
836221,7,7,5,7,3,1,0,2,7,5,7,6,7,7,7,4,7,7,7,7,7,7,7,2
836242,7,6,4,6,1,0,-1,2,6,6,7,8,6,7,6,6,7,7,6,7,7,8,7,8
836285,6,4,7,7,5,1,-2,0,3,4,8,7,7,7,7,8,6,6,8,6,8,7,8,6
836294,7,6,5,6,NA,1,-1,1,5,5,3,5,9,8,9,8,9,9,6,7,9,8,2,NA
836303,7,5,5,5,1,0,-2,0,5,4,5,7,5,6,5,7,5,6,5,7,7,7,7,7
836331,7,5,2,5,NA,NA,-2,3,5,8,0,0,6,0,4,4,5,4,5,8,5,8,5,7
836386,9,9,7,7,3,0,0,0,7,7,9,9,9,9,8,8,9,9,9,9,9,9,7,7
836480,4,1,4,3,NA,NA,-3,-1,2,4,3,4,4,4,4,4,4,4,2,4,7,4,6,4
836492,7,6,6,4,NA,0,-1,-2,6,7,5,8,2,7,4,5,7,8,7,7,7,8,6,7
836505,5,5,4,3,5,1,0,-1,6,5,6,5,6,5,7,4,7,7,4,5,7,5,7,6
836508,8,6,4,6,1,0,-2,2,5,6,7,8,6,6,5,7,7,8,7,8,7,7,7,8
836529,6,6,6,6,NA,0,0,0,3,3,6,7,8,8,7,7,8,9,6,3,8,6,8,6
836532,6,4,5,7,1,0,-2,2,5,4,8,8,7,7,7,7,6,7,6,6,7,7,6,7
836563,5,5,5,7,NA,0,0,2,4,6,6,7,7,6,7,6,7,7,7,6,6,6,7,6
836572,7,7,3,7,NA,0,0,4,8,9,5,8,7,7,8,8,9,10,7,8,8,10,4,5
836611,8,7,3,5,1,NA,-1,2,3,6,8,6,6,8,6,7,7,7,7,7,6,8,6,5
836636,7,6,6,6,NA,1,-1,0,3,6,7,6,7,6,7,7,6,7,7,8,7,7,7,7
836654,4,3,1,1,NA,0,-1,0,2,4,4,4,7,5,7,5,6,5,2,5,5,6,6,5
836657,7,6,4,3,1,NA,-1,-1,6,7,6,6,7,7,7,7,7,7,7,7,6,7,5,6
836660,6,7,7,7,5,1,1,0,7,7,6,6,7,6,7,7,6,7,6,7,7,7,7,8
836758,5,6,5,5,1,0,1,0,5,5,NA,NA,6,5,6,5,NA,5,7,5,7,5,NA,5
836813,8,5,5,5,NA,0,-3,0,1,1,5,5,5,7,6,7,5,7,5,7,7,7,3,1
836822,5,5,5,4,4,1,0,-1,5,6,4,5,5,6,5,6,5,6,5,5,5,6,5,6
836837,7,7,5,7,4,1,0,2,5,4,5,5,8,9,9,9,8,8,8,5,8,6,7,5
836859,7,8,8,6,4,0,1,-2,6,5,6,6,8,7,8,8,8,8,9,9,7,7,6,6
836871,8,7,6,4,NA,0,-1,-2,5,9,8,10,8,10,8,10,8,10,6,7,8,9,7,7
836877,7,6,6,6,NA,1,-1,0,5,7,8,7,8,7,7,7,7,8,7,6,8,7,5,7
836898,4,2,0,1,3,0,-2,1,2,2,3,0,4,3,4,1,4,5,2,3,5,5,4,3
836962,5,6,5,5,NA,NA,1,0,5,2,5,5,6,6,7,6,7,6,7,6,8,8,5,4
836975,7,5,6,6,1,1,-2,0,5,7,6,6,7,8,7,8,7,7,6,7,5,7,5,7
836987,4,3,6,4,1,0,-1,-2,5,4,4,5,3,5,3,5,6,7,5,6,7,5,5,3
836993,6,6,5,4,4,1,0,-1,7,7,6,6,7,6,7,7,5,4,9,5,6,7,4,7
837005,6,4,5,5,NA,NA,-2,0,5,6,7,6,6,6,7,6,7,6,4,5,5,6,3,4
837017,7,6,5,7,1,0,-1,2,7,5,7,5,8,6,7,6,8,7,5,6,6,7,0,4
837033,8,6,2,7,1,0,-2,5,8,6,4,2,8,6,8,6,8,6,7,8,7,7,5,4
837060,8,7,5,6,NA,NA,-1,1,1,0,7,8,6,6,7,6,8,9,8,8,8,8,8,9
837100,6,5,5,5,NA,NA,-1,0,5,4,6,5,6,6,5,6,7,7,6,7,6,6,6,6
837112,7,6,5,6,1,1,-1,1,5,5,5,5,6,7,7,7,8,7,8,8,7,7,4,5
837142,5,6,5,6,1,NA,1,1,6,6,6,6,7,8,7,5,7,5,5,5,6,6,6,5
837145,8,5,5,5,1,NA,-3,0,5,7,3,4,6,8,7,8,5,8,5,NA,6,8,5,7
837149,6,5,5,6,NA,0,-1,1,5,4,6,6,7,6,6,0,6,8,5,4,6,7,NA,0
837164,4,5,3,5,1,0,1,2,5,4,5,5,5,6,5,4,5,7,5,4,5,6,5,5
837167,8,6,3,7,4,1,-2,4,7,6,7,6,8,7,6,5,7,7,8,6,7,8,7,5
837176,8,5,7,8,NA,1,-3,1,8,7,8,8,7,8,8,9,7,9,6,8,7,7,4,6
837179,5,6,4,4,5,0,1,0,4,4,7,5,6,4,5,4,6,4,5,5,6,5,5,4
837261,7,7,8,7,NA,1,0,-1,5,6,7,7,7,8,7,8,8,8,7,8,7,8,8,8
837280,6,4,6,5,1,1,-2,-1,4,4,5,6,6,6,7,6,7,7,6,6,7,7,4,NA
837289,6,4,5,8,NA,0,-2,3,4,4,8,6,6,8,5,7,5,5,7,7,6,5,6,5
837322,6,6,5,7,4,NA,0,2,8,5,NA,4,8,7,7,6,8,9,8,7,NA,5,NA,1
837329,4,5,4,6,1,NA,1,2,6,5,6,5,6,4,6,4,6,4,6,5,7,5,7,5
837338,6,8,7,8,NA,1,2,1,7,7,7,7,9,7,9,8,10,5,8,6,7,6,7,4
837371,7,7,8,8,NA,1,0,0,7,6,7,7,8,8,8,8,7,7,7,7,7,7,6,6
837387,7,7,5,2,5,0,0,-3,6,6,7,6,7,7,7,8,7,7,7,7,7,6,7,6
837402,4,3,5,4,NA,0,-1,-1,7,7,6,6,4,6,8,7,8,8,7,5,6,8,3,5
837408,7,6,6,5,NA,0,-1,-1,6,6,NA,7,6,7,7,7,7,7,6,7,6,7,4,7
837429,7,6,6,6,1,0,-1,0,6,8,6,6,7,8,7,8,7,8,7,8,7,8,7,8
837454,7,8,8,7,1,1,1,-1,8,8,8,8,8,8,9,9,9,10,8,7,8,8,8,8
837463,6,6,6,5,6,0,0,-1,3,2,8,6,8,8,7,7,8,7,7,7,7,7,6,6
837472,8,4,6,6,NA,NA,-4,0,6,7,7,8,6,7,5,7,2,8,4,8,6,8,5,8
837506,7,7,6,7,6,1,0,1,6,6,6,7,7,6,6,7,7,8,7,7,7,7,6,6
837509,8,7,6,7,4,1,-1,1,7,7,8,7,7,7,8,8,8,8,7,8,7,8,8,8
837570,6,6,3,7,1,0,0,4,7,7,NA,6,6,6,8,6,7,6,7,6,7,6,NA,NA
837591,7,6,6,7,1,NA,-1,1,6,7,NA,NA,7,7,8,8,7,7,7,7,8,8,NA,NA
837594,7,6,7,6,1,0,-1,-1,8,8,8,7,8,8,7,8,9,8,7,7,8,8,7,7
837625,7,7,7,8,5,0,0,1,7,7,7,5,8,7,8,6,8,7,7,7,8,7,7,7
837631,6,6,6,7,1,0,0,1,6,6,6,7,6,6,6,6,6,6,6,6,6,5,6,6
837637,7,7,6,7,NA,0,0,1,7,5,8,5,9,8,8,8,8,7,6,9,7,7,6,7
837652,6,7,6,6,3,0,1,0,1,3,8,7,8,8,8,7,8,8,8,8,8,7,6,7
837661,5,4,5,6,1,NA,-1,1,4,4,4,7,4,6,4,7,5,6,6,8,4,7,4,7
837670,8,8,8,10,NA,0,0,2,9,7,10,6,10,6,8,5,9,8,10,7,10,10,10,8
837680,7,5,6,7,6,0,-2,1,4,8,7,6,8,7,9,8,8,8,7,7,9,8,3,6
837701,9,3,4,8,6,0,-6,4,2,2,7,7,7,7,7,7,9,9,6,3,5,NA,4,NA
837716,8,6,5,5,1,0,-2,0,5,5,6,7,6,7,7,8,6,8,6,9,6,7,6,8
837741,7,6,6,6,NA,0,-1,0,8,8,6,6,7,6,7,6,6,6,6,7,8,8,8,8
837783,7,7,0,8,1,0,0,8,8,7,6,0,8,7,8,7,9,7,9,7,8,7,8,7
837796,7,6,7,7,1,1,-1,0,2,5,NA,7,7,7,7,7,7,8,7,7,7,7,NA,NA
837817,7,6,6,6,4,0,-1,0,6,5,6,6,8,7,8,8,8,8,6,7,6,7,0,NA
837850,6,6,4,6,1,0,0,2,4,5,6,6,3,4,6,6,6,NA,6,6,6,6,4,5
837945,7,8,7,7,4,1,1,0,6,7,7,9,8,9,8,8,7,8,7,8,8,6,NA,3
837957,7,7,5,8,3,0,0,3,8,7,5,5,7,6,8,7,8,8,7,7,7,7,4,7
837966,7,5,5,5,NA,0,-2,0,5,5,5,8,5,7,5,7,5,7,5,7,5,8,5,8
837969,7,4,4,5,NA,NA,-3,1,4,0,6,6,6,0,7,6,6,6,6,7,7,6,5,2
838012,7,7,8,7,1,NA,0,-1,8,6,7,8,7,8,7,8,7,5,7,8,8,8,7,7
838018,5,3,2,4,NA,0,-2,2,NA,3,9,7,7,6,7,8,6,5,1,5,6,6,6,6
838031,7,7,7,7,5,1,0,0,6,7,6,7,6,6,6,6,7,7,8,7,7,7,6,6
838043,7,9,7,8,NA,1,2,1,6,6,9,6,9,7,9,8,9,8,8,7,8,7,6,5
838070,6,2,3,2,1,0,-4,-1,5,5,3,4,4,6,5,7,8,8,3,5,4,5,3,5
838122,7,6,5,5,1,0,-1,0,7,6,7,6,8,6,9,8,9,8,6,6,7,6,1,4
838134,7,7,7,6,1,NA,0,-1,6,6,6,7,8,7,8,8,8,8,7,NA,8,7,8,7
838156,6,7,0,1,1,0,1,1,1,0,1,1,4,3,2,3,2,2,7,1,8,8,8,8
838159,6,1,1,3,2,0,-5,2,1,0,6,5,6,4,9,9,NA,3,2,2,8,10,1,2
838171,4,4,6,4,NA,0,0,-2,5,3,5,6,5,5,4,6,3,6,3,5,5,5,5,5
838177,5,5,5,5,1,1,0,0,5,5,5,6,5,6,5,7,5,5,5,5,8,8,5,0
838180,7,5,5,4,1,0,-2,-1,4,7,2,3,6,7,6,4,5,8,5,7,6,7,NA,1
838192,7,6,5,6,NA,1,-1,1,7,7,7,6,6,7,6,6,7,7,7,7,6,8,6,7
838247,6,1,3,6,NA,0,-5,3,6,6,8,7,5,7,6,8,6,8,5,9,6,8,6,5
838296,8,4,6,7,3,0,-4,1,3,5,8,8,7,7,6,8,7,7,5,9,7,9,6,6
838302,7,5,7,8,3,1,-2,1,6,5,8,7,7,6,5,7,5,7,6,6,7,6,0,6
838308,7,4,8,8,1,NA,-3,0,4,5,8,7,7,5,7,6,7,8,7,5,6,8,7,6
838327,8,7,8,6,1,0,-1,-2,3,6,7,8,7,7,7,7,7,8,7,9,7,8,7,8
